Stop Cons.;distance;Total freight cost EUR;Total gross kg;Volume m3;Collection;Disp. dt.;Csee;City;Posta Code;CntryD;Type of transport;Forwarder;Incoterms
FAŁSZ;9983;156,61;40;12;DC Trosa;2021-01-25;AB Singapore Pte Ltd;SINGAPORE;498801;SG;air;DHL;DAP
FAŁSZ;9983;535,00;14,7;21;DC Trosa;2021-01-21;AB Singapore Pte Ltd;SINGAPORE;408934;SG;air;Geodis;DAP
FAŁSZ;9983;423,48;99;341;DC Trosa;2021-01-21;AB Singapore Pte Ltd;Singapore;408934;SG;air;DHL;DAP
FAŁSZ;9983;63,46;2,2;34;DC Trosa;2021-01-19;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;164,94;44;324;DC Trosa;2021-01-19;AB Singapore Pte Ltd;SINGAPORE;627608;SG;air;DHL;DAP
FAŁSZ;9983;67,10;6,265;21;DC Trosa;2021-01-15;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;30,47;3,3;34;DC Trosa;2021-01-14;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,13;1,14;DC Trosa;2021-01-14;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;48,60;7,25;1;DC Trosa;2021-01-08;AB Singapore Pte Ltd;SINGAPORE;408934;SG;air;DHL;DAP
FAŁSZ;9983;21,41;1,1;1,14;DC Trosa;2021-01-07;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;72,67;13,31;43;DC Trosa;2021-01-05;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;23,57;0,82;12;DC Trosa;2021-01-05;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,36;1,14;DC Trosa;2020-12-30;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;81,67;15,6;32;DC Trosa;2020-12-29;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;50,76;7,55;śś;DC Trosa;2020-12-29;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;48,60;7,26;43;DC Trosa;2020-12-18;AB Singapore Pte Ltd;SINGAPORE;627870;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,17;1,14;DC Trosa;2020-12-16;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;65,39;11,34;33;DC Trosa;2020-12-15;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;100,45;45;23;DC Trosa;2020-12-08;AB Singapore Pte Ltd;Singapore;629043;SG;air;Geodis;DAP
FAŁSZ;9983;44,07;5,6;22;DC Trosa;2020-12-01;AB Singapore Pte Ltd;SINGAPORE;637377;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,12;1,14;DC Trosa;2020-12-01;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;127,87;28;214;DC Trosa;2020-11-30;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;30,47;3,5;34;DC Trosa;2020-11-30;AB Singapore Pte Ltd;Singapore;408934;SG;air;DHL;DAP
FAŁSZ;9983;25,94;2,39;45;DC Trosa;2020-11-30;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;44,07;1,8;6;DC Trosa;2020-11-27;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;63,46;4,98;66;DC Trosa;2020-11-26;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,84;1,14;DC Trosa;2020-11-25;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,87;1,14;DC Trosa;2020-11-25;AB Singapore Pte Ltd;Singapore;609271;SG;air;DHL;DAP
FAŁSZ;9983;144,11;34;12;DC Trosa;2020-11-18;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;23,57;0,4;23;DC Trosa;2020-11-18;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;59,82;9,56;7;DC Trosa;2020-11-12;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;25,94;0,73;6;DC Trosa;2020-11-10;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;23,57;1,87;23;DC Trosa;2020-11-10;AB Singapore Pte Ltd;SINGAPORE;637377;SG;air;DHL;DAP
FAŁSZ;9983;63,46;10,72;5;DC Trosa;2020-11-05;AB Singapore Pte Ltd;Singapore;408934;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,19;1,14;DC Trosa;2020-11-05;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;53,13;8,02;4;DC Trosa;2020-11-04;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,16;1,14;DC Trosa;2020-11-04;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;94,52;19,33;3;DC Trosa;2020-11-04;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;25,94;0,7;7;DC Trosa;2020-10-30;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;169,20;60;0,173;DC Trosa;2020-10-30;AB Singapore Pte Ltd;Singapore;629043;SG;air;Scan Global Logistics;CIP
FAŁSZ;9983;19,04;0,35;1,14;DC Trosa;2020-10-30;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;283,20;96;0,538;DC Trosa;2020-10-28;AB Singapore Pte Ltd;Singapore;629043;SG;air;Scan Global Logistics;CIP
FAŁSZ;9983;28,10;2,55;45;DC Trosa;2020-10-26;AB Singapore Pte Ltd;Singapore;408934;SG;air;DHL;DAP
FAŁSZ;9983;545,00;6;123;DC Trosa;2020-10-26;AB Singapore Pte Ltd;SINGAPORE;408934;SG;air;Scan Global Logistics;CIP
FAŁSZ;9983;48,60;7,14;56;DC Trosa;2020-10-19;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,4;1,14;DC Trosa;2020-10-13;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;25,94;0,78;7;DC Trosa;2020-10-06;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;1 070,81;216;0,595;DC Trosa;2020-10-02;AB Singapore Pte Ltd;SINGAPORE;408934;SG;air;DHL;DAP
FAŁSZ;9983;30,47;0,505;8;DC Trosa;2020-09-29;AB Singapore Pte Ltd;SINGAPORE;758114;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,17;1,14;DC Trosa;2020-09-28;AB Singapore Pte Ltd;SINGAPORE;627870;SG;air;DHL;DAP
FAŁSZ;9983;59,82;6,1;9;DC Trosa;2020-09-23;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,46;1,14;DC Trosa;2020-09-22;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,46;1,14;DC Trosa;2020-09-18;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;35,00;4,25;87;DC Trosa;2020-09-18;AB Singapore Pte Ltd;Singapore;408934;SG;air;DHL;DAP
FAŁSZ;9983;148,27;13;0,214;DC Trosa;2020-09-16;AB Singapore Pte Ltd;SINGAPORE;627870;SG;air;DHL;DAP
FAŁSZ;9983;23,57;0,55;6;DC Trosa;2020-09-14;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;21,41;1,4;1,14;DC Trosa;2020-09-09;AB Singapore Pte Ltd;Singapore;637037;SG;air;DHL;DAP
FAŁSZ;9983;175,35;49;0,248;DC Trosa;2020-09-08;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,47;1,14;DC Trosa;2020-09-04;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;79,96;15,27;5;DC Trosa;2020-09-04;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;18310,724;206,00;210;0,538;DC Trosa;2020-09-04;AB Singapore Pte Ltd;SINGAPORE;637377;SG;sea;Scan Global Logistics;CFR
FAŁSZ;9983;46,22;4,17;4;DC Trosa;2020-09-03;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;59,82;4,44;3;DC Trosa;2020-09-01;AB Singapore Pte Ltd;SINGAPORE;627870;SG;air;DHL;DAP
FAŁSZ;9983;25,94;0,46;6;DC Trosa;2020-08-31;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;23,57;0,68;90;DC Trosa;2020-08-28;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;100,19;10,67;0,125;DC Trosa;2020-08-26;AB Singapore Pte Ltd;SINGAPORE;408934;SG;air;DHL;DAP
FAŁSZ;9983;545,00;14,57;0,125;DC Trosa;2020-08-24;AB Singapore Pte Ltd;SINGAPORE;408934;SG;air;Scan Global Logistics;CIP
FAŁSZ;9983;25,94;2,34;1,14;DC Trosa;2020-08-21;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;148,27;12,5;0,214;DC Trosa;2020-08-17;AB Singapore Pte Ltd;SINGAPORE;627870;SG;air;DHL;DAP
FAŁSZ;9983;30,47;1,08;5;DC Trosa;2020-08-13;AB Singapore Pte Ltd;SINGAPORE;627608;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,2;1,14;DC Trosa;2020-08-12;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,33;1,14;DC Trosa;2020-08-11;AB Singapore Pte Ltd;SINGAPORE;580988;SG;air;DHL;DAP
FAŁSZ;9983;88,95;17,52;43;DC Trosa;2020-08-11;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,19;1,14;DC Trosa;2020-08-07;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,42;1,14;DC Trosa;2020-08-05;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;79,96;13,8;21;DC Trosa;2020-08-05;AB Singapore Pte Ltd;SINGAPORE;627870;SG;air;DHL;DAP
FAŁSZ;9983;28,10;1,81;34;DC Trosa;2020-08-04;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;41,69;5,7;21;DC Trosa;2020-08-03;AB Singapore Pte Ltd;SINGAPORE;627870;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,46;34;DC Trosa;2020-07-30;AB Singapore Pte Ltd;Singapore;629881;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,15;1;DC Trosa;2020-07-28;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;18310,724;206,00;84;43;DC Trosa;2020-07-24;AB Singapore Pte Ltd;Singapore;629043;SG;sea;Scan Global Logistics;CFR
FAŁSZ;9983;46,22;3,59;32;DC Trosa;2020-07-22;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;23,57;1,1;45;DC Trosa;2020-07-22;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;23,57;0,38;43;DC Trosa;2020-07-21;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;48,60;7,11;33;DC Trosa;2020-07-17;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,63;22;DC Trosa;2020-07-15;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;539,67;120;34;DC Trosa;2020-07-10;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,38;45;DC Trosa;2020-07-09;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;28,10;3;6;DC Trosa;2020-07-06;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;63,46;4,44;66;DC Trosa;2020-07-02;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;25,94;0,85;7;DC Trosa;2020-07-02;AB Singapore Pte Ltd;SINGAPORE;68902;SG;air;DHL;DAP
FAŁSZ;9983;46,22;4,09;6;DC Trosa;2020-07-02;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;25,94;1,55;5;DC Trosa;2020-07-02;AB Singapore Pte Ltd;SINGAPORE;408934;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,16;4;DC Trosa;2020-06-29;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;32,63;3,83;3;DC Trosa;2020-06-29;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;63,46;3,34;7;DC Trosa;2020-06-26;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;37,16;5;45;DC Trosa;2020-06-25;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,155;123;DC Trosa;2020-06-24;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,76;56;DC Trosa;2020-06-15;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;169,10;46;7;DC Trosa;2020-06-12;AB Singapore Pte Ltd;Singapore;408934;SG;air;DHL;DAP
FAŁSZ;9983;617,12;134;8;DC Trosa;2020-06-12;AB Singapore Pte Ltd;Singapore;408934;SG;air;DHL;DAP
FAŁSZ;9983;63,46;10,54;9;DC Trosa;2020-06-11;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;37,16;4,63;87;DC Trosa;2020-06-10;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;57,66;4,19;6;DC Trosa;2020-06-10;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;65,39;11,3;5;DC Trosa;2020-06-09;AB Singapore Pte Ltd;singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,2;4;DC Trosa;2020-06-08;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,57;3;DC Trosa;2020-06-04;AB Singapore Pte Ltd;Singapore;637037;SG;air;DHL;DAP
FAŁSZ;9983;106,23;16,75;6;DC Trosa;2020-06-04;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;19,04;0,31;90;DC Trosa;2020-06-02;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;44,66;5,2;5;DC Trosa;2020-06-02;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;TNT;DAP
FAŁSZ;9983;683,52;146;43;DC Trosa;2020-06-01;AB Singapore Pte Ltd;SINGAPORE;637022;SG;air;DHL;DAP
FAŁSZ;9983;69,03;7,95;21;DC Trosa;2020-06-01;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;28,10;2,75;34;DC Trosa;2020-05-29;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;28,10;1,21;21;DC Trosa;2020-05-27;AB Singapore Pte Ltd;SINGAPORE;498747;SG;air;DHL;DAP
FAŁSZ;9983;148,27;12;34;DC Trosa;2020-05-27;AB Singapore Pte Ltd;SINGAPORE;627870;SG;air;DHL;DAP
FAŁSZ;9983;247,00;0,9;1;DC Trosa;2020-05-26;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;Scan Global Logistics;DAP
FAŁSZ;9983;104,05;13,3;32;DC Trosa;2020-05-20;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;70,69;13;45;DC Trosa;2020-05-19;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;32,32;3,16;43;DC Trosa;2020-05-18;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;47,44;4,4;33;DC Trosa;2020-05-18;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;239,68;63,5;22;DC Trosa;2020-05-15;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;0,26;34;DC Trosa;2020-05-14;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;30,16;0,97;45;DC Trosa;2020-05-14;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;1;6;DC Trosa;2020-05-08;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;23,14;1,4;66;DC Trosa;2020-05-07;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;391,30;86;7;DC Trosa;2020-05-06;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;Scan Global Logistics;CIP
FAŁSZ;9983;18,82;0,19;6;DC Trosa;2020-05-06;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;23,14;1;5;DC Trosa;2020-05-05;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;0,35;4;DC Trosa;2020-05-04;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;47,44;2,3;3;DC Trosa;2020-05-04;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;323,02;62;7;DC Trosa;2020-04-28;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;Scan Global Logistics;DAP
FAŁSZ;9983;18,82;0,32;45;DC Trosa;2020-04-28;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;58,24;8,8;123;DC Trosa;2020-04-27;AB Singapore Pte Ltd;SINGAPORE;498747;SG;air;DHL;DAP
FAŁSZ;9983;38,80;4,7;56;DC Trosa;2020-04-22;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;36,64;4,35;7;DC Trosa;2020-04-22;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;264,09;69,1;8;DC Trosa;2020-04-22;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;28,00;1,8;9;DC Trosa;2020-04-20;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;0,67;87;DC Trosa;2020-04-17;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;45,28;6,3;6;DC Trosa;2020-04-14;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;77,55;14,75;5;DC Trosa;2020-04-09;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;0,19;4;DC Trosa;2020-04-08;AB Singapore Pte Ltd;SINGAPORE;629654;SG;air;DHL;DAP
FAŁSZ;9983;34,48;3,86;3;DC Trosa;2020-04-06;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;60,40;4,15;6;DC Trosa;2020-04-02;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;38,80;4,73;90;DC Trosa;2020-04-01;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;0,21;5;DC Trosa;2020-03-27;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;0,2;43;DC Trosa;2020-03-27;AB Singapore Pte Ltd;SINGAPORE;638503;SG;air;DHL;DAP
FAŁSZ;9983;106,96;24;21;DC Trosa;2020-03-26;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;144,38;38;34;DC Trosa;2020-03-26;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;76,56;15,37;21;DC Trosa;2020-03-25;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;20,98;1,4;32;DC Trosa;2020-03-24;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;0,5;45;DC Trosa;2020-03-19;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;55,54;4,35;21;DC Trosa;2020-03-18;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;151,87;41,5;34;DC Trosa;2020-03-17;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;0,2;21;DC Trosa;2020-03-17;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;57,70;6,4;34;DC Trosa;2020-03-12;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;20,98;1,35;1;DC Trosa;2020-03-12;AB Singapore Pte Ltd;SINGAPORE;619115;SG;air;DHL;DAP
FAŁSZ;9983;136,90;12,5;43;DC Trosa;2020-03-12;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;0,2;32;DC Trosa;2020-03-12;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;75,00;3,83;45;DC Trosa;2020-03-11;AB Singapore Pte Ltd;Singapore;629043;SG;air;Scan Global Logistics;CIP
FAŁSZ;9983;23,14;1,92;43;DC Trosa;2020-03-06;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;78,84;54;33;DC Trosa;2020-03-06;AB Singapore Pte Ltd;Singapore;629043;SG;air;Scan Global Logistics;CIP
FAŁSZ;9983;248,19;70;22;DC Trosa;2020-03-05;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;73,13;14,24;34;DC Trosa;2020-03-05;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;79,99;16,28;45;DC Trosa;2020-03-03;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;112,42;63,5;6;DC Trosa;2020-03-03;AB Singapore Pte Ltd;Singapore;629043;SG;air;Scan Global Logistics;CIP
FAŁSZ;9983;67,99;12,71;66;DC Trosa;2020-03-02;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;76,56;6,7;7;DC Trosa;2020-02-27;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;20,98;1,21;6;DC Trosa;2020-02-25;AB Singapore Pte Ltd;Singapore;819834;SG;air;DHL;DAP
FAŁSZ;9983;55,54;2,49;5;DC Trosa;2020-02-24;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;0,73;4;DC Trosa;2020-02-24;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;29,62;0,66;3;DC Trosa;2020-02-24;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;0,4;7;DC Trosa;2020-02-24;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;44,74;2,885;45;DC Trosa;2020-02-21;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;73,13;14,34;123;DC Trosa;2020-02-21;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;55,54;9,18;56;DC Trosa;2020-02-21;AB Singapore Pte Ltd;Singapore;819834;SG;air;DHL;DAP
FAŁSZ;9983;318,78;161;7;DC Trosa;2020-02-21;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;Scan Global Logistics;DAP
FAŁSZ;9983;106,96;19,73;8;DC Trosa;2020-02-21;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;0,71;9;DC Trosa;2020-02-19;AB Singapore Pte Ltd;SINGAPORE;758114;SG;air;DHL;DAP
FAŁSZ;9983;27,46;1,485;87;DC Trosa;2020-02-18;AB Singapore Pte Ltd;Singapore;623043;SG;air;DHL;DAP
FAŁSZ;9983;354,60;55;6;DC Trosa;2020-02-14;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;248,19;70;5;DC Trosa;2020-02-13;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;191,24;55,5;4;DC Trosa;2020-02-12;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;170,90;50,5;3;DC Trosa;2020-02-11;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;199,60;96,5;6;DC Trosa;2020-02-10;AB Singapore Pte Ltd;Singapore;498801;SG;air;Scan Global Logistics;DAP
FAŁSZ;9983;46,90;7,5;90;DC Trosa;2020-02-07;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;27,46;0,46;5;DC Trosa;2020-02-07;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;27,46;0,95;43;DC Trosa;2020-02-06;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;49,06;8;21;DC Trosa;2020-02-05;AB Singapore Pte Ltd;Singapore;623043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;0,11;34;DC Trosa;2020-02-05;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;64,56;7,3;21;DC Trosa;2020-02-04;AB Singapore Pte Ltd;Singapore;629043;SG;air;DHL;DAP
FAŁSZ;9983;18,82;0,28;32;DC Trosa;2020-02-04;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
FAŁSZ;9983;40,42;5,82;45;DC Trosa;2020-02-03;AB Singapore Pte Ltd;SINGAPORE;629043;SG;air;DHL;DAP
