Stop Cons.;distance;Total freight cost EUR;Total gross kg;Volume m3;Collection;Disp. dt.;Csee;City;Posta Code;CntryD;Type of transport;Forwarder;Incoterms
FAŁSZ;6812;289,99;33;43;DC Trosa;2019-07-16;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;128,00;0,7;43;DC Trosa;2019-07-15;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;1 316,45;565;45;DC Trosa;2019-07-15;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;119,20;24,065;9;DC Trosa;2019-07-15;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;7639,5;350,20;632;6;DC Trosa;2019-07-15;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;7639,5;255,00;1;21;DC Trosa;2019-07-15;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;7639,5;906,40;969;3;DC Trosa;2019-07-15;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;6812;131,90;28,76;56;DC Trosa;2019-07-12;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;2 094,67;899;21;DC Trosa;2019-07-12;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;72,60;2,72;5;DC Trosa;2019-07-11;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;128,00;0,3;45;DC Trosa;2019-07-11;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;52,36;7,4;87;DC Trosa;2019-07-11;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;221,35;95;7;DC Trosa;2019-07-11;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;64,12;3,6;34;DC Trosa;2019-07-10;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;38,24;0,91;5;DC Trosa;2019-07-10;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;128,00;2;43.23;DC Trosa;2019-07-10;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;35,89;3,75;22;DC Trosa;2019-07-10;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;605,80;260;34;DC Trosa;2019-07-10;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;52,36;7,3;45;DC Trosa;2019-07-09;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;403,87;127;6;DC Trosa;2019-07-09;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;289,99;5,5;66;DC Trosa;2019-07-09;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;31,19;0,75;4;DC Trosa;2019-07-09;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;21,42;0,125;123;DC Trosa;2019-07-09;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;545,22;234;6;DC Trosa;2019-07-09;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;222,40;64,915;4;DC Trosa;2019-07-08;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;140,37;33,5;43;DC Trosa;2019-07-08;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;2 996,00;855,1;21;DC Trosa;2019-07-08;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;128,00;1,2;7;DC Trosa;2019-07-08;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;28,83;0,665;5;DC Trosa;2019-07-08;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;7639,5;206,00;355;21;DC Trosa;2019-07-08;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;7639,5;515,00;1 271,00;34;DC Trosa;2019-07-08;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;6812;40,60;3,85;45;DC Trosa;2019-07-05;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;813,00;220,6;21;DC Trosa;2019-07-05;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;31,19;0,5;34;DC Trosa;2019-07-05;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;113,55;10,2;5;DC Trosa;2019-07-04;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;2 253,11;967;3;DC Trosa;2019-07-04;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;33,54;3,28;43.23;DC Trosa;2019-07-04;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;31,19;0,6;21;DC Trosa;2019-07-04;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;113,55;3,3;87;DC Trosa;2019-07-03;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;128,00;1,6;43;DC Trosa;2019-07-03;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;128,00;5;43;DC Trosa;2019-07-03;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;1 139,37;489;7;DC Trosa;2019-07-03;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;33,54;3,14;9;DC Trosa;2019-07-03;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;45,30;5,7;6;DC Trosa;2019-07-03;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;47,65;6,48;7;DC Trosa;2019-07-02;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;337,85;145;43;DC Trosa;2019-07-02;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;31,19;1,18;5;DC Trosa;2019-07-02;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;113,55;21;7;DC Trosa;2019-07-01;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;141,78;20,36;6;DC Trosa;2019-07-01;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;128,00;0,68;21;DC Trosa;2019-07-01;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;1 342,08;576;5;DC Trosa;2019-07-01;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;128,00;1,16;7;DC Trosa;2019-07-01;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;26,36;0,32;5;DC Trosa;2019-07-01;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;7639,5;255,00;12;21;DC Trosa;2019-07-01;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;7639,5;885,80;1 335,50;43;DC Trosa;2019-07-01;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;7639,5;206,00;77;5;DC Trosa;2019-07-01;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;6812;3 089,58;1 326,00;6;DC Trosa;2019-06-28;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;21,42;0,33;43;DC Trosa;2019-06-28;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;72,60;4,91;33;DC Trosa;2019-06-28;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;128,00;0,4;7;DC Trosa;2019-06-27;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;885,40;380;34;DC Trosa;2019-06-27;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;76,83;12,7;43.23;DC Trosa;2019-06-27;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;128,00;1,22;33,3;DC Trosa;2019-06-27;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;21,42;0,2;43;DC Trosa;2019-06-27;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;160,00;0,61;21;DC Trosa;2019-06-27;AB EXTON AMDC;EXTON,PA;19341;US;air;DSV;Air
FAŁSZ;6812;187,99;50;33;DC Trosa;2019-06-26;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;664,05;285;7;DC Trosa;2019-06-26;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;35,89;3,74;5;DC Trosa;2019-06-26;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;231,79;71,5;21;DC Trosa;2019-06-26;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;113,55;8,01;5;DC Trosa;2019-06-25;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;128,00;0,69;90;DC Trosa;2019-06-25;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;2 173,89;933;21;DC Trosa;2019-06-25;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;40,60;4,94;1;DC Trosa;2019-06-25;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;4 256,91;1 826,50;43;DC Trosa;2019-06-24;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;169,21;51,895;22;DC Trosa;2019-06-24;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;350,68;110;6;DC Trosa;2019-06-24;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;128,00;2,46;7;DC Trosa;2019-06-24;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;113,55;4,5;7;DC Trosa;2019-06-24;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;419,51;131,635;8;DC Trosa;2019-06-20;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;35,89;1,15;87;DC Trosa;2019-06-20;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;1 351,40;580;6;DC Trosa;2019-06-20;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;1 453,92;624;90;DC Trosa;2019-06-19;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;44,23;9,86;34;DC Trosa;2019-06-19;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;TNT;DAP
FAŁSZ;6812;288,10;57;33;DC Trosa;2019-06-19;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;21,42;0,28;66;DC Trosa;2019-06-19;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;140,37;34;7;DC Trosa;2019-06-19;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;61,77;4,51;45;DC Trosa;2019-06-18;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;160,13;47,145;87;DC Trosa;2019-06-18;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;789,87;339;21;DC Trosa;2019-06-18;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;21,42;0,97;43;DC Trosa;2019-06-17;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;52,36;2,65;33;DC Trosa;2019-06-17;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;358,82;132;56;DC Trosa;2019-06-17;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;21,42;0,25;7;DC Trosa;2019-06-17;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;7639,5;267,80;415,4;9;DC Trosa;2019-06-17;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;6812;107,90;8,163;90;DC Trosa;2019-06-14;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;50,01;6,57;34;DC Trosa;2019-06-14;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;160,00;2,2;45;DC Trosa;2019-06-14;AB EXTON AMDC;EXTON,PA;19341;US;air;DSV;Air
FAŁSZ;6812;517,26;222;43;DC Trosa;2019-06-14;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;400,74;72;34;DC Trosa;2019-06-14;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;459,01;162,7;45;DC Trosa;2019-06-13;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;28,83;1,9;123;DC Trosa;2019-06-13;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;21,42;0,7;43;DC Trosa;2019-06-12;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;128,00;34,5;5;DC Trosa;2019-06-12;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;1 847,69;793;21;DC Trosa;2019-06-12;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;26,36;1,54;6;DC Trosa;2019-06-12;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;33,54;2,45;7;DC Trosa;2019-06-12;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;70,48;7,905;4;DC Trosa;2019-06-11;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;4 864,77;1 718,53;43;DC Trosa;2019-06-11;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;128,00;0,2;32;DC Trosa;2019-06-11;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;23,89;1,45;45;DC Trosa;2019-06-11;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;141,78;26,53;43;DC Trosa;2019-06-10;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;128,00;0,5;5;DC Trosa;2019-06-10;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;31,19;1,27;34;DC Trosa;2019-06-10;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;985,59;423;56;DC Trosa;2019-06-10;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;7639,5;247,20;179,31;9;DC Trosa;2019-06-10;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;6812;93,78;16,8;3;DC Trosa;2019-06-07;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;535,90;229,91;66;DC Trosa;2019-06-07;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;70,48;11,46;7;DC Trosa;2019-06-05;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;76,83;12,75;7;DC Trosa;2019-06-05;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;70,48;5,66;5;DC Trosa;2019-06-05;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;40,60;3,44;3;DC Trosa;2019-06-05;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;160,00;1,01;43.23;DC Trosa;2019-06-05;AB EXTON AMDC;EXTON,PA;19341;US;air;DSV;Air
FAŁSZ;6812;386,78;166;34;DC Trosa;2019-06-05;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;866,76;372;1;DC Trosa;2019-06-05;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;128,00;1,94;32;DC Trosa;2019-06-05;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;160,00;4,1;43;DC Trosa;2019-06-04;AB EXTON AMDC;EXTON,PA;19341;US;air;DSV;Air
FAŁSZ;6812;1 558,77;669;6;DC Trosa;2019-06-04;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;21,42;0,12;5;DC Trosa;2019-06-04;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;21,42;0,6;6;DC Trosa;2019-06-04;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;126,26;8,795;43;DC Trosa;2019-06-03;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;203,63;63;33;DC Trosa;2019-06-03;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;83,19;14,5;56;DC Trosa;2019-06-03;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;978,00;275,69;7;DC Trosa;2019-06-03;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;1 891,96;812;21;DC Trosa;2019-06-03;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;128,00;4,92;34;DC Trosa;2019-06-03;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;7639,5;515,00;578;87;DC Trosa;2019-06-03;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;6812;766,57;328,5;5;DC Trosa;2019-05-29;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;28,83;1,44;21;DC Trosa;2019-05-29;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;61,77;9,1;21;DC Trosa;2019-05-29;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;28,83;0,4;6;DC Trosa;2019-05-29;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;33,54;3,48;33,3;DC Trosa;2019-05-28;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;149,12;63,55;7;DC Trosa;2019-05-28;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;66,24;10,37;6;DC Trosa;2019-05-27;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;2 500,09;1 073,00;4;DC Trosa;2019-05-27;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;129,08;27,86;33;DC Trosa;2019-05-27;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;7639,5;6 476,20;11 721,93;3;DC Trosa;2019-05-27;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;7639,5;2 060,00;4 439,00;7;DC Trosa;2019-05-27;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;6812;28,83;1,71;9;DC Trosa;2019-05-24;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;128,00;3,06;7;DC Trosa;2019-05-24;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;21,42;0,1;43.23;DC Trosa;2019-05-24;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;994,91;426,5;34;DC Trosa;2019-05-24;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;134,72;29,92;6;DC Trosa;2019-05-23;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;128,00;7,75;7;DC Trosa;2019-05-23;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;128,00;1;87;DC Trosa;2019-05-23;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DSV;Air
FAŁSZ;6812;929,67;399;43;DC Trosa;2019-05-23;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;21,42;0,17;66;DC Trosa;2019-05-23;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;478,95;62;7;DC Trosa;2019-05-23;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;72,60;11,83;5;DC Trosa;2019-05-22;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;64,12;1,54;7;DC Trosa;2019-05-22;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;179,41;51;6;DC Trosa;2019-05-22;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;160,00;15;34;DC Trosa;2019-05-22;AB EXTON AMDC;EXTON,PA;19341;US;air;DSV;Air
FAŁSZ;6812;38,24;4,12;5;DC Trosa;2019-05-21;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;21,42;0,98;5;DC Trosa;2019-05-21;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;128,00;21,2;5;DC Trosa;2019-05-21;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;128,00;26,7;45;DC Trosa;2019-05-21;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;35,89;3,64;5;DC Trosa;2019-05-20;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;160,00;0,4;21;DC Trosa;2019-05-20;AB EXTON AMDC;EXTON,PA;19341;US;air;DSV;Air
FAŁSZ;6812;803,85;345;64.3;DC Trosa;2019-05-20;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;2 171,56;932;58,6;DC Trosa;2019-05-20;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;21,42;0,16;21;DC Trosa;2019-05-20;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;64,12;8,8;43;DC Trosa;2019-05-20;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;7639,5;255,00;1,44;7;DC Trosa;2019-05-20;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;7639,5;1 998,20;3 291,68;6;DC Trosa;2019-05-20;AB Greenwood AMDC;GREENWOOD, IN;46143;US;sea;DSV;CIF
FAŁSZ;6812;230,00;4,3;43;DC Trosa;2019-05-17;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DSV;Air
FAŁSZ;6812;160,00;22,5;43;DC Trosa;2019-05-17;AB EXTON AMDC;EXTON,PA;19341;US;air;DSV;Air
FAŁSZ;6812;128,00;37,1;33;DC Trosa;2019-05-17;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;911,26;321,3;9;DC Trosa;2019-05-17;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DSV;Air
FAŁSZ;6812;128,00;0,83;34;DC Trosa;2019-05-17;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;28,83;1,64;123;DC Trosa;2019-05-17;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;133,31;29,1;7;DC Trosa;2019-05-16;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;28,83;1,31;21;DC Trosa;2019-05-16;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;440,37;188,4;123;DC Trosa;2019-05-16;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DSV;Air
FAŁSZ;6812;552,21;237;7;DC Trosa;2019-05-16;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;198,05;85;87;DC Trosa;2019-05-16;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;128,00;13,2;34;DC Trosa;2019-05-16;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DSV;Air
FAŁSZ;6812;128,00;1,1;21;DC Trosa;2019-05-16;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;128,00;3,4;8;DC Trosa;2019-05-16;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;28,83;0,78;7;DC Trosa;2019-05-16;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
FAŁSZ;6812;98,02;10,6;21;DC Trosa;2019-05-15;AB Greenwood AMDC;GREENWOOD, IN;46268;US;air;DHL;DAP
FAŁSZ;6812;289,99;1,6;43;DC Trosa;2019-05-15;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DSV;Air
FAŁSZ;6812;151,66;28;66;DC Trosa;2019-05-15;AB Greenwood AMDC;GREENWOOD, IN;46143;US;air;DHL;DAP
